run,step,score
205,507,120.0
206,790,135.0
207,531,105.0
208,754,90.0
209,372,105.0
210,703,160.0
211,483,105.0
212,921,310.0
213,546,120.0
214,607,135.0
215,766,380.0
216,630,155.0
217,985,470.0
218,378,80.0
219,576,155.0
220,493,80.0
221,987,230.0
222,658,90.0
223,934,150.0
224,367,50.0
225,616,75.0
226,825,210.0
227,492,95.0
228,326,75.0
229,643,150.0
230,398,50.0
231,350,105.0
232,389,80.0
233,659,120.0
234,688,135.0
235,633,165.0
236,440,105.0
237,608,80.0
238,376,135.0
239,753,155.0
240,695,155.0
241,1010,305.0
242,1060,315.0
243,527,60.0
244,943,285.0
245,954,210.0
246,605,120.0
247,587,120.0
248,877,365.0
249,560,150.0
250,1180,385.0
251,981,155.0
252,602,95.0
253,1154,145.0
254,1385,240.0
255,885,230.0
256,381,45.0
257,589,75.0
258,632,75.0
259,742,180.0
260,600,105.0
261,593,155.0
262,968,225.0
263,573,125.0
264,663,155.0
265,507,40.0
266,685,130.0
267,636,150.0
268,496,55.0
269,376,45.0
270,618,210.0
271,1255,360.0
272,645,135.0
273,420,50.0
274,664,155.0
275,914,260.0
276,589,35.0
277,375,65.0
278,658,155.0
279,511,30.0
280,440,70.0
281,660,85.0
282,518,55.0
283,405,80.0
284,765,210.0
285,763,160.0
286,395,45.0
287,620,150.0
288,530,135.0
289,647,180.0
290,794,155.0
291,326,105.0
292,774,285.0
293,1058,460.0
294,344,55.0
295,474,75.0
296,642,80.0
297,465,110.0
298,563,65.0
299,593,110.0
300,593,80.0
301,666,105.0
302,488,135.0
303,1060,275.0
304,609,180.0
305,572,50.0
306,584,90.0
307,758,155.0
308,596,110.0
309,1041,240.0
310,1059,245.0
311,708,155.0
312,732,180.0
313,782,365.0
314,597,80.0
315,393,45.0
316,815,225.0
317,772,180.0
318,694,380.0
319,528,110.0
320,690,135.0
321,671,110.0
322,596,135.0
323,379,75.0
324,752,135.0
325,901,395.0
326,753,210.0
327,625,135.0
328,1589,425.0
329,340,20.0
330,935,240.0
331,429,90.0
332,1116,560.0
333,608,55.0
334,408,60.0
335,318,45.0
336,983,185.0
337,505,150.0
338,751,185.0
339,832,225.0
340,464,105.0
341,490,75.0
342,727,185.0
343,504,85.0
344,575,65.0
345,868,400.0
346,543,135.0
347,1390,580.0
348,497,95.0
349,1499,620.0
350,520,165.0
351,588,140.0
352,614,60.0
353,1237,400.0
354,944,420.0
355,760,85.0
356,922,160.0
357,669,180.0
358,585,60.0
359,539,125.0
360,736,265.0
361,744,140.0
362,394,80.0
363,609,180.0
364,373,90.0
365,371,35.0
366,353,40.0
367,596,60.0
368,383,115.0
369,612,330.0
370,500,60.0
371,463,15.0
372,388,115.0
373,1036,165.0
374,686,140.0
375,511,35.0
376,697,170.0
377,546,115.0
378,626,135.0
379,813,195.0
380,1031,315.0
381,617,185.0
382,620,110.0
383,335,60.0
384,615,130.0
385,820,230.0
386,497,30.0
387,389,55.0
388,656,110.0
389,422,90.0
390,566,155.0
391,405,70.0
392,607,150.0
393,715,125.0
394,538,80.0
395,651,225.0
396,778,230.0
397,893,215.0
398,537,55.0
399,332,10.0
400,366,70.0
401,492,130.0
402,1253,385.0
403,1166,210.0
404,607,120.0
405,357,75.0
406,436,30.0
407,770,285.0
408,1344,715.0
409,682,185.0
410,734,140.0
411,388,35.0
412,535,65.0
413,585,165.0
414,904,150.0
415,336,60.0
416,908,420.0
417,667,210.0
418,1002,440.0
419,671,160.0
420,489,75.0
421,873,315.0
422,551,20.0
423,852,260.0
424,663,155.0
425,668,120.0
426,410,80.0
427,415,105.0
428,605,80.0
429,651,110.0
430,640,185.0
431,391,75.0
432,503,50.0
433,370,105.0
434,752,210.0
435,332,45.0
436,871,220.0
437,402,50.0
438,378,40.0
439,897,455.0
440,598,110.0
441,309,50.0
442,959,425.0
443,546,120.0
444,878,180.0
445,385,75.0
446,919,260.0
447,474,85.0
448,412,110.0
449,411,60.0
450,315,50.0
451,626,125.0
452,915,185.0
453,1388,225.0
454,408,150.0
455,783,355.0
456,367,55.0
457,756,120.0
458,489,80.0
459,1246,395.0
460,814,430.0
461,365,65.0
462,579,115.0
463,1043,265.0
464,415,40.0
465,462,130.0
466,558,65.0
467,649,50.0
468,401,55.0
469,784,235.0
470,369,20.0
471,591,125.0
472,808,425.0
473,557,150.0
474,491,75.0
475,1198,415.0
476,584,80.0
477,999,335.0
478,428,35.0
479,347,20.0
480,1529,420.0
481,621,130.0
482,1219,410.0
483,900,135.0
484,711,80.0
485,1199,225.0
486,376,20.0
487,889,395.0
488,1044,285.0
489,916,335.0
490,688,180.0
491,630,210.0
492,599,100.0
493,1034,310.0
494,475,30.0
495,628,125.0
496,600,190.0
497,923,195.0
498,476,110.0
499,821,180.0
500,611,150.0
501,519,80.0
502,615,105.0
503,789,210.0
504,418,20.0
505,828,165.0
506,560,50.0
507,503,60.0
508,840,185.0
509,868,265.0
510,1024,445.0
511,499,105.0
512,520,160.0
513,812,350.0
514,337,65.0
515,474,35.0
516,615,125.0
517,894,280.0
518,336,30.0
519,890,240.0
520,647,125.0
521,795,165.0
522,985,470.0
523,541,70.0
524,624,115.0
525,874,210.0
526,878,160.0
527,658,105.0
528,845,140.0
529,597,205.0
530,582,85.0
531,487,80.0
532,612,210.0
533,458,55.0
534,609,120.0
535,647,215.0
536,651,80.0
537,552,135.0
538,374,25.0
539,456,105.0
540,508,20.0
541,794,115.0
542,816,105.0
543,1247,420.0
544,464,80.0
545,449,90.0
546,490,65.0
547,581,90.0
548,340,75.0
549,474,105.0
550,581,90.0
551,608,125.0
552,626,105.0
553,953,400.0
554,1325,300.0
555,406,55.0
556,689,215.0
557,777,160.0
558,671,120.0
559,610,65.0
560,583,125.0
561,625,165.0
562,318,35.0
563,624,165.0
564,655,105.0
565,372,55.0
566,339,45.0
567,819,210.0
568,654,125.0
569,917,115.0
570,416,35.0
571,502,95.0
572,930,190.0
573,580,90.0
574,481,140.0
575,983,315.0
576,508,120.0
577,565,65.0
578,624,105.0
579,669,170.0
580,1293,285.0
581,377,65.0
582,397,30.0
583,904,120.0
584,353,20.0
585,367,50.0
586,505,45.0
587,830,285.0
588,306,70.0
589,385,20.0
590,581,90.0
591,963,240.0
592,873,270.0
593,599,165.0
594,714,190.0
595,862,200.0
596,658,140.0
597,608,150.0
598,623,135.0
599,635,180.0
600,755,140.0
601,1110,160.0
602,373,65.0
603,567,80.0
604,345,100.0
605,690,145.0
606,1003,440.0
607,485,105.0
608,855,360.0
609,311,50.0
610,615,135.0
611,1011,260.0
612,924,220.0
613,375,90.0
614,665,65.0
615,612,155.0
616,363,115.0
617,391,40.0
618,839,245.0
619,525,5.0
620,1174,385.0
621,645,125.0
622,606,85.0
623,451,105.0
624,744,160.0
625,1002,350.0
626,804,155.0
627,629,180.0
628,662,155.0
629,538,190.0
630,606,115.0
631,646,120.0
632,461,105.0
633,352,55.0
634,625,325.0
635,343,105.0
636,791,170.0
637,369,105.0
638,640,120.0
639,533,115.0
640,722,135.0
641,770,135.0
642,502,125.0
643,403,20.0
644,461,75.0
645,470,60.0
646,354,75.0
647,859,145.0
648,789,240.0
649,426,85.0
650,838,345.0
651,450,105.0
652,407,25.0
653,594,140.0
654,354,85.0
655,363,80.0
656,413,60.0
657,392,60.0
658,526,75.0
659,868,210.0
660,1002,235.0
661,938,230.0
662,481,110.0
663,366,40.0
664,361,45.0
665,658,120.0
666,528,120.0
667,702,365.0
668,857,220.0
669,609,95.0
670,574,105.0
671,688,140.0
672,1194,430.0
673,353,15.0
674,768,255.0
675,400,25.0
676,1130,320.0
677,410,40.0
678,383,25.0
679,579,125.0
680,606,105.0
681,612,115.0
682,304,5.0
683,370,80.0
684,806,215.0
685,608,180.0
686,360,50.0
687,743,180.0
688,475,100.0
689,420,110.0
690,1017,370.0
691,645,105.0
692,484,20.0
693,534,215.0
694,359,95.0
695,374,10.0
696,1045,210.0
697,1032,390.0
698,399,10.0
699,658,185.0
700,590,110.0
701,649,185.0
702,445,65.0
703,772,285.0
704,831,180.0
705,383,65.0
706,805,210.0
707,413,30.0
708,952,510.0
709,494,100.0
710,366,45.0
711,381,90.0
712,631,135.0
713,341,20.0
714,511,145.0
715,716,325.0
716,861,130.0
717,347,35.0
718,557,90.0
719,733,135.0
720,964,150.0
721,730,215.0
722,553,90.0
723,460,65.0
724,512,180.0
725,314,20.0
726,622,90.0
727,834,225.0
728,616,130.0
729,369,30.0
730,496,75.0
731,444,85.0
732,626,95.0
733,709,105.0
734,964,170.0
735,550,155.0
736,677,85.0
737,1190,340.0
738,341,35.0
739,1061,175.0
740,537,75.0
741,422,50.0
742,664,150.0
743,327,30.0
744,680,215.0
745,295,15.0
746,872,135.0
747,1000,230.0
748,776,215.0
749,523,120.0
750,330,30.0
751,1195,540.0
752,609,355.0
753,658,120.0
754,617,90.0
755,969,210.0
756,638,115.0
757,1061,280.0
758,477,115.0
759,730,235.0
760,521,110.0
761,436,45.0
762,363,90.0
763,530,110.0
764,712,145.0
765,827,125.0
766,619,120.0
767,545,115.0
768,372,55.0
769,1396,405.0
770,580,65.0
771,745,155.0
772,559,30.0
773,413,80.0
774,327,20.0
775,960,230.0
776,1108,335.0
777,691,155.0
778,594,110.0
779,549,30.0
780,475,110.0
781,648,165.0
782,558,35.0
783,951,170.0
784,343,65.0
785,424,55.0
786,421,100.0
787,418,110.0
788,603,95.0
789,594,80.0
790,837,260.0
791,518,35.0
792,858,80.0
793,604,125.0
794,370,60.0
795,820,165.0
796,801,95.0
797,522,90.0
798,516,70.0
799,620,145.0
800,630,185.0
801,677,215.0
802,360,55.0
803,391,75.0
804,626,125.0
805,473,50.0
806,774,165.0
807,311,50.0
808,607,155.0
809,470,150.0
810,395,80.0
811,812,155.0
812,806,250.0
813,510,105.0
814,704,155.0
815,821,285.0
816,645,225.0
817,686,145.0
818,661,170.0
819,378,40.0
820,1325,365.0
821,718,150.0
822,485,65.0
823,667,130.0
824,447,120.0
825,501,70.0
826,911,235.0
827,693,70.0
828,580,120.0
829,339,25.0
830,469,115.0
831,587,70.0
832,511,10.0
833,539,140.0
834,422,15.0
835,494,120.0
836,313,30.0
837,495,70.0
838,450,30.0
839,359,45.0
840,419,65.0
841,904,160.0
842,360,55.0
843,380,65.0
844,559,65.0
845,1807,685.0
846,365,45.0
847,509,80.0
848,892,210.0
849,432,155.0
850,657,135.0
851,374,35.0
852,443,80.0
853,485,110.0
854,338,80.0
855,775,195.0
856,1333,465.0
857,372,30.0
858,510,185.0
859,1022,255.0
860,375,60.0
861,499,75.0
862,507,35.0
863,962,290.0
864,345,65.0
865,671,120.0
866,853,225.0
867,394,85.0
868,687,155.0
869,649,115.0
870,545,100.0
871,1057,450.0
872,594,105.0
873,700,205.0
874,818,215.0
875,523,90.0
876,592,140.0
877,664,100.0
878,949,200.0
879,975,390.0
880,359,55.0
881,486,25.0
882,457,90.0
883,664,220.0
884,448,60.0
885,773,290.0
886,619,135.0
887,924,305.0
888,402,80.0
889,649,95.0
890,816,415.0
891,1226,815.0
892,793,280.0
893,1101,400.0
894,1246,225.0
895,975,475.0
896,537,110.0
897,345,15.0
898,1215,550.0
899,620,110.0
900,353,35.0
901,1301,320.0
902,367,60.0
903,591,145.0
904,903,350.0
905,362,35.0
906,507,70.0
907,483,90.0
908,567,150.0
909,682,110.0
910,803,170.0
911,742,220.0
912,582,80.0
913,390,80.0
914,431,150.0
915,515,95.0
916,877,300.0
917,641,110.0
918,381,80.0
919,485,65.0
920,660,150.0
921,649,120.0
922,858,240.0
923,541,135.0
924,595,145.0
925,295,25.0
926,592,60.0
927,718,295.0
928,715,125.0
929,379,60.0
930,640,115.0
931,473,120.0
932,459,100.0
933,485,50.0
934,623,155.0
935,353,55.0
936,1109,465.0
937,640,100.0
938,1103,465.0
939,498,60.0
940,533,55.0
941,522,105.0
942,958,165.0
943,380,35.0
944,354,10.0
945,412,45.0
946,413,95.0
947,498,110.0
948,696,125.0
949,1024,335.0
950,644,130.0
951,874,380.0
952,731,120.0
953,334,30.0
954,908,195.0
955,606,165.0
956,375,90.0
957,401,90.0
958,1032,415.0
959,980,265.0
960,1035,260.0
961,698,140.0
962,395,20.0
963,351,70.0
964,741,240.0
965,516,145.0
966,702,130.0
967,739,395.0
968,339,40.0
969,507,40.0
970,694,120.0
971,675,360.0
972,515,125.0
973,384,35.0
974,621,85.0
975,384,60.0
976,445,155.0
977,659,180.0
978,544,85.0
979,566,110.0
980,887,265.0
981,415,110.0
982,454,25.0
983,663,150.0
984,380,35.0
985,359,65.0
986,586,90.0
987,406,80.0
988,1056,260.0
989,470,30.0
990,410,20.0
991,324,80.0
992,314,25.0
993,369,80.0
994,620,105.0
995,778,225.0
996,467,75.0
997,703,190.0
998,311,40.0
999,646,205.0
1000,389,30.0
1001,529,105.0
1002,346,30.0
1003,770,200.0
1004,632,150.0
1005,346,60.0
1006,705,200.0
1007,497,85.0
1008,1053,215.0
1009,799,240.0
1010,780,125.0
1011,479,125.0
1012,397,70.0
1013,797,220.0
1014,766,95.0
1015,491,155.0
1016,373,30.0
1017,555,135.0
1018,565,110.0
1019,360,125.0
1020,370,75.0
1021,716,205.0
1022,492,80.0
1023,927,385.0
1024,497,115.0
1025,979,175.0
1026,368,110.0
1027,380,55.0
1028,320,10.0
1029,633,95.0
1030,523,140.0
1031,442,125.0
1032,710,155.0
1033,640,110.0
1034,651,140.0
1035,334,60.0
1036,1020,345.0
1037,1498,715.0
1038,621,70.0
1039,889,170.0
1040,858,240.0
1041,655,160.0
1042,1179,230.0
1043,938,205.0
1044,385,35.0
1045,598,100.0
1046,679,200.0
1047,653,210.0
1048,1520,545.0
1049,360,50.0
1050,614,120.0
1051,534,125.0
1052,646,140.0
1053,362,85.0
1054,541,145.0
1055,904,450.0
1056,503,155.0
1057,701,125.0
1058,910,205.0
1059,498,100.0
1060,362,65.0
1061,930,150.0
1062,637,135.0
1063,1116,200.0
1064,1018,375.0
1065,545,45.0
1066,434,50.0
1067,1326,450.0
1068,848,195.0
1069,396,55.0
1070,741,265.0
1071,1309,570.0
1072,610,135.0
1073,491,60.0
1074,1058,295.0
1075,676,50.0
1076,644,95.0
1077,608,110.0
1078,1069,230.0
1079,474,125.0
1080,789,225.0
1081,359,45.0
1082,380,140.0
1083,1079,385.0
1084,738,220.0
1085,586,50.0
1086,642,180.0
1087,379,25.0
1088,567,195.0
1089,677,100.0
1090,702,250.0
1091,713,120.0
1092,604,135.0
1093,377,125.0
1094,883,440.0
1095,466,30.0
1096,572,210.0
1097,435,35.0
1098,600,180.0
1099,1144,210.0
1100,520,75.0
1101,667,145.0
1102,493,65.0
1103,565,140.0
1104,1091,315.0
1105,815,210.0
1106,564,125.0
1107,717,130.0
1108,361,55.0
1109,641,115.0
1110,702,150.0
1111,455,110.0
1112,814,335.0
1113,1041,240.0
1114,1207,250.0
1115,1031,130.0
1116,572,175.0
1117,360,55.0
1118,794,205.0
1119,401,55.0
1120,531,150.0
1121,456,90.0
1122,631,110.0
1123,661,135.0
1124,998,495.0
1125,926,235.0
1126,328,85.0
1127,505,125.0
1128,731,210.0
1129,940,130.0
1130,711,210.0
1131,309,50.0
1132,928,180.0
1133,881,170.0
1134,430,35.0
1135,446,75.0
1136,427,20.0
1137,847,190.0
1138,461,80.0
1139,339,15.0
1140,955,230.0
1141,418,105.0
1142,578,70.0
1143,409,20.0
1144,680,145.0
1145,497,80.0
1146,725,205.0
1147,822,230.0
1148,443,45.0
1149,531,60.0
1150,908,120.0
1151,428,40.0
1152,354,55.0
1153,1317,450.0
1154,321,50.0
1155,591,130.0
1156,706,185.0
1157,340,15.0
1158,520,90.0
1159,399,5.0
1160,1027,310.0
1161,453,30.0
1162,622,180.0
1163,468,55.0
1164,982,240.0
1165,340,20.0
1166,483,185.0
1167,620,105.0
1168,787,370.0
1169,723,200.0
1170,1411,475.0
1171,1376,290.0
1172,434,35.0
1173,855,410.0
1174,656,145.0
1175,890,315.0
1176,375,35.0
1177,469,50.0
1178,345,35.0
1179,874,205.0
1180,494,65.0
1181,772,135.0
1182,384,20.0
1183,475,135.0
1184,1018,425.0
1185,1261,440.0
1186,482,125.0
1187,487,40.0
1188,348,45.0
1189,888,250.0
1190,482,40.0
1191,325,55.0
1192,352,65.0
1193,592,180.0
1194,524,70.0
1195,654,155.0
1196,497,155.0
1197,367,85.0
1198,709,395.0
1199,372,60.0
1200,1567,310.0
1201,637,105.0
1202,352,45.0
1203,690,145.0
1204,796,215.0
1205,745,180.0
1206,643,115.0
1207,465,55.0
1208,557,65.0
1209,628,100.0
1210,614,155.0
1211,1093,385.0
1212,589,120.0
1213,745,265.0
1214,372,20.0
1215,334,40.0
1216,1025,175.0
1217,1055,400.0
1218,312,20.0
1219,505,115.0
1220,426,85.0
1221,946,195.0
1222,394,90.0
1223,493,120.0
1224,488,100.0
1225,569,45.0
1226,899,395.0
1227,747,180.0
1228,876,210.0
1229,393,85.0
1230,549,40.0
1231,1557,445.0
1232,725,135.0
1233,974,240.0
1234,340,50.0
1235,752,215.0
1236,440,150.0
1237,396,80.0
1238,708,215.0
1239,466,105.0
1240,410,135.0
1241,948,565.0
1242,805,345.0
1243,675,210.0
1244,374,50.0
1245,1231,415.0
1246,1105,390.0
1247,608,110.0
1248,1445,710.0
1249,468,50.0
1250,939,145.0
1251,357,35.0
1252,506,50.0
1253,649,180.0
1254,423,55.0
1255,1070,415.0
1256,428,80.0
1257,458,105.0
1258,1326,390.0
1259,1262,180.0
1260,383,80.0
1261,513,45.0
1262,499,45.0
1263,620,140.0
1264,876,310.0
1265,676,125.0
1266,575,90.0
1267,860,205.0
1268,667,140.0
1269,631,125.0
1270,348,80.0
1271,526,80.0
1272,781,385.0
1273,459,90.0
1274,664,100.0
1275,333,20.0
1276,755,225.0
1277,352,20.0
1278,538,10.0
1279,757,100.0
1280,655,65.0
1281,637,210.0
1282,494,45.0
1283,680,135.0
1284,605,80.0
1285,485,180.0
1286,497,125.0
1287,508,110.0
1288,1279,435.0
1289,898,210.0
1290,766,285.0
1291,704,150.0
1292,670,90.0
1293,795,120.0
1294,616,105.0
1295,504,80.0
1296,622,155.0
1297,1027,270.0
1298,812,255.0
1299,320,65.0
1300,581,120.0
1301,498,80.0
1302,654,85.0
1303,627,160.0
1304,542,90.0
1305,684,185.0
1306,430,55.0
1307,507,115.0
1308,286,15.0
1309,650,60.0
1310,663,210.0
1311,353,20.0
1312,835,255.0
1313,978,240.0
1314,794,230.0
1315,667,215.0
1316,425,80.0
1317,346,60.0
1318,530,30.0
1319,389,110.0
1320,770,150.0
1321,509,60.0
1322,507,100.0
1323,606,150.0
1324,1178,210.0
1325,420,80.0
1326,462,35.0
1327,926,195.0
1328,1192,455.0
1329,1563,585.0
1330,439,40.0
1331,1058,265.0
1332,648,200.0
1333,621,150.0
1334,383,80.0
1335,537,55.0
1336,579,150.0
1337,791,170.0
1338,600,155.0
1339,910,225.0
1340,932,190.0
1341,345,50.0
1342,615,150.0
1343,1199,140.0
1344,811,70.0
1345,426,70.0
1346,381,25.0
1347,926,200.0
1348,1104,375.0
1349,583,115.0
1350,513,115.0
1351,512,40.0
1352,399,65.0
1353,824,170.0
1354,782,210.0
1355,578,145.0
1356,1191,475.0
1357,519,65.0
1358,657,95.0
1359,505,185.0
1360,312,30.0
1361,391,50.0
1362,734,120.0
1363,675,135.0
1364,539,75.0
1365,619,70.0
1366,581,165.0
1367,677,135.0
1368,708,180.0
1369,689,135.0
1370,940,360.0
1371,444,55.0
1372,499,90.0
1373,1331,240.0
1374,1376,540.0
1375,1021,260.0
1376,606,150.0
1377,498,120.0
1378,610,210.0
1379,446,50.0
1380,584,185.0
1381,613,70.0
1382,327,100.0
1383,866,235.0
1384,611,30.0
1385,997,190.0
1386,480,80.0
1387,886,315.0
1388,584,45.0
1389,333,65.0
1390,694,100.0
1391,1018,475.0
1392,438,175.0
1393,381,30.0
1394,1111,200.0
1395,981,255.0
1396,693,90.0
1397,367,20.0
1398,602,145.0
1399,439,75.0
1400,479,100.0
1401,752,235.0
1402,628,125.0
1403,387,65.0
1404,1064,195.0
1405,567,50.0
1406,559,55.0
1407,368,50.0
1408,504,75.0
1409,617,60.0
1410,666,240.0
1411,534,45.0
1412,392,115.0
1413,604,125.0
1414,536,65.0
1415,1034,305.0
1416,485,25.0
1417,641,285.0
1418,906,195.0
1419,325,30.0
1420,518,50.0
1421,337,75.0
1422,1069,310.0
1423,661,185.0
1424,710,75.0
1425,651,120.0
1426,988,165.0
1427,346,60.0
1428,894,140.0
1429,1079,345.0
1430,482,50.0
1431,675,80.0
1432,515,80.0
1433,522,100.0
1434,603,150.0
1435,498,75.0
1436,603,125.0
1437,521,95.0
1438,806,130.0
1439,466,75.0
1440,596,125.0
1441,1150,205.0
1442,362,95.0
1443,455,35.0
1444,404,80.0
1445,475,45.0
1446,641,115.0
1447,339,10.0
1448,546,155.0
1449,476,45.0
1450,407,80.0
1451,540,120.0
1452,328,75.0
1453,932,255.0
1454,813,180.0
1455,1065,610.0
1456,610,145.0
1457,587,120.0
1458,989,165.0
1459,647,155.0
1460,1280,300.0
1461,391,55.0
1462,634,240.0
1463,390,60.0
1464,349,50.0
1465,659,180.0
1466,640,220.0
1467,467,90.0
1468,484,140.0
1469,630,135.0
1470,521,55.0
1471,554,45.0
1472,1171,465.0
1473,408,60.0
1474,568,180.0
1475,612,100.0
1476,707,215.0
1477,366,40.0
1478,644,155.0
1479,323,20.0
1480,485,125.0
1481,726,200.0
1482,1001,460.0
1483,509,105.0
1484,529,155.0
1485,699,210.0
1486,339,30.0
1487,334,20.0
1488,781,420.0
1489,639,90.0
1490,356,60.0
1491,532,185.0
1492,646,40.0
1493,615,230.0
1494,1158,410.0
1495,927,185.0
1496,644,120.0
1497,618,130.0
1498,889,195.0
1499,570,105.0
1500,649,135.0
1501,1031,375.0
1502,359,35.0
1503,471,55.0
1504,1210,460.0
1505,384,45.0
1506,590,100.0
1507,687,150.0
1508,417,95.0
1509,1118,245.0
1510,1076,215.0
1511,659,90.0
1512,555,80.0
1513,298,50.0
1514,776,225.0
1515,1229,575.0
1516,385,55.0
1517,867,185.0
1518,892,520.0
1519,674,235.0
1520,669,365.0
1521,410,85.0
1522,605,160.0
1523,347,105.0
1524,738,270.0
1525,670,140.0
1526,372,10.0
1527,662,160.0
1528,562,105.0
1529,1195,285.0
1530,367,50.0
1531,394,70.0
1532,441,120.0
1533,702,170.0
1534,1046,245.0
1535,749,145.0
1536,423,90.0
1537,1101,390.0
1538,754,410.0
1539,888,320.0
1540,1071,445.0
1541,921,270.0
1542,502,125.0
1543,1410,545.0
1544,563,60.0
1545,599,135.0
1546,968,140.0
1547,348,55.0
1548,480,85.0
1549,686,195.0
1550,827,230.0
1551,883,300.0
1552,1565,470.0
1553,852,130.0
1554,796,165.0
1555,641,125.0
1556,643,170.0
1557,772,170.0
1558,443,55.0
1559,623,115.0
1560,624,120.0
1561,380,95.0
1562,444,135.0
1563,1149,500.0
1564,515,90.0
1565,1055,230.0
1566,489,55.0
1567,543,90.0
1568,389,10.0
1569,689,65.0
1570,1110,385.0
1571,701,180.0
1572,460,120.0
1573,419,30.0
1574,656,220.0
1575,371,40.0
1576,989,245.0
1577,779,190.0
1578,766,365.0
1579,1011,390.0
1580,387,20.0
1581,596,160.0
1582,360,35.0
1583,445,50.0
1584,1062,465.0
1585,485,70.0
1586,495,75.0
1587,1331,270.0
1588,639,75.0
1589,605,135.0
1590,474,55.0
1591,324,50.0
1592,429,95.0
1593,900,255.0
1594,302,50.0
1595,493,65.0
1596,725,265.0
1597,606,140.0
1598,859,190.0
1599,1165,285.0
1600,803,245.0
1601,491,155.0
1602,372,55.0
1603,366,65.0
1604,591,85.0
1605,622,95.0
1606,1236,170.0
1607,340,15.0
1608,640,105.0
1609,328,50.0
1610,955,195.0
1611,868,255.0
1612,619,135.0
1613,661,110.0
1614,676,95.0
1615,486,0.0
1616,346,10.0
1617,478,55.0
1618,622,355.0
1619,967,245.0
1620,576,115.0
1621,924,385.0
1622,608,145.0
1623,893,215.0
1624,396,90.0
1625,938,175.0
1626,485,135.0
1627,601,120.0
1628,574,140.0
1629,601,75.0
1630,393,55.0
1631,618,135.0
1632,1466,370.0
1633,479,110.0
1634,444,80.0
1635,580,150.0
1636,641,160.0
1637,670,120.0
1638,663,170.0
1639,1230,520.0
1640,729,315.0
1641,949,195.0
1642,641,25.0
1643,711,195.0
1644,629,25.0
1645,848,295.0
1646,617,110.0
1647,473,125.0
