run,step,score
1636,798,180.0
1637,797,135.0
1638,633,120.0
1639,627,135.0
1640,367,80.0
1641,906,205.0
1642,792,190.0
1643,353,60.0
1644,662,115.0
1645,916,235.0
1646,605,180.0
1647,1083,300.0
1648,890,130.0
1649,933,385.0
1650,613,150.0
1651,673,135.0
1652,1470,565.0
1653,675,160.0
1654,506,135.0
1655,915,300.0
1656,429,105.0
1657,822,235.0
1658,600,110.0
1659,483,135.0
1660,785,240.0
1661,601,125.0
1662,1169,380.0
1663,492,120.0
1664,827,210.0
1665,695,140.0
1666,1276,495.0
1667,694,315.0
1668,526,110.0
1669,684,120.0
1670,640,170.0
1671,692,110.0
1672,667,105.0
1673,800,170.0
1674,1062,300.0
1675,1410,580.0
1676,671,140.0
1677,970,320.0
1678,955,260.0
1679,821,225.0
1680,631,110.0
1681,679,220.0
1682,929,410.0
1683,790,190.0
1684,1034,485.0
1685,515,95.0
1686,1263,575.0
1687,783,165.0
1688,784,195.0
1689,774,155.0
1690,794,155.0
1691,1241,370.0
1692,830,210.0
1693,305,15.0
1694,1167,375.0
1695,1359,355.0
1696,701,200.0
1697,702,215.0
1698,506,65.0
1699,873,55.0
1700,984,320.0
1701,792,205.0
1702,1620,280.0
1703,536,95.0
1704,720,230.0
1705,883,250.0
1706,641,110.0
1707,432,60.0
1708,391,75.0
1709,787,145.0
1710,663,125.0
1711,654,160.0
1712,794,215.0
1713,847,170.0
1714,1164,280.0
1715,905,210.0
1716,559,125.0
1717,659,150.0
1718,668,70.0
1719,1108,400.0
1720,888,295.0
1721,626,120.0
1722,657,250.0
1723,360,105.0
1724,528,145.0
1725,393,105.0
1726,928,265.0
1727,1011,765.0
1728,1136,340.0
1729,780,290.0
1730,692,110.0
1731,666,120.0
1732,453,100.0
1733,833,220.0
1734,834,150.0
1735,908,100.0
1736,1004,195.0
1737,675,160.0
1738,1025,425.0
1739,932,260.0
1740,617,215.0
1741,460,60.0
1742,809,185.0
1743,747,170.0
1744,676,190.0
1745,628,85.0
1746,885,350.0
1747,812,220.0
1748,797,180.0
1749,1016,280.0
1750,876,270.0
1751,965,245.0
1752,538,120.0
1753,923,235.0
1754,402,110.0
1755,728,105.0
1756,633,125.0
1757,318,75.0
1758,722,105.0
1759,666,105.0
1760,815,200.0
1761,989,290.0
1762,680,145.0
1763,842,245.0
1764,999,320.0
1765,363,45.0
1766,1049,335.0
1767,1260,340.0
1768,1276,415.0
1769,408,110.0
1770,358,105.0
1771,648,80.0
1772,331,80.0
1773,599,75.0
1774,450,110.0
1775,542,50.0
1776,1187,645.0
1777,967,475.0
1778,637,160.0
1779,649,175.0
1780,1424,365.0
1781,954,220.0
1782,845,210.0
1783,620,150.0
1784,868,155.0
1785,1270,595.0
1786,400,120.0
1787,608,70.0
1788,1141,200.0
1789,846,290.0
1790,396,120.0
1791,624,110.0
1792,514,150.0
1793,725,125.0
1794,813,195.0
1795,637,220.0
1796,498,45.0
1797,824,330.0
1798,379,50.0
1799,652,140.0
1800,321,50.0
1801,648,140.0
1802,575,75.0
1803,712,55.0
1804,523,20.0
1805,1108,455.0
1806,451,75.0
1807,331,75.0
1808,393,55.0
1809,453,110.0
1810,623,395.0
1811,360,75.0
1812,1172,290.0
1813,795,225.0
1814,998,205.0
1815,772,395.0
1816,825,180.0
1817,542,110.0
1818,864,235.0
1819,1083,195.0
1820,564,105.0
1821,1196,505.0
1822,510,90.0
1823,733,140.0
1824,1138,280.0
1825,1002,270.0
1826,800,220.0
1827,648,125.0
1828,674,95.0
1829,629,150.0
1830,358,75.0
1831,662,160.0
1832,658,180.0
1833,351,15.0
1834,346,80.0
1835,910,165.0
1836,616,105.0
1837,1095,225.0
1838,1142,520.0
1839,737,180.0
1840,366,90.0
1841,915,360.0
1842,885,210.0
1843,1183,355.0
1844,324,30.0
1845,998,280.0
1846,1047,310.0
1847,445,110.0
1848,998,155.0
1849,298,5.0
1850,639,100.0
1851,787,205.0
1852,456,45.0
1853,493,135.0
1854,499,55.0
1855,746,160.0
1856,656,105.0
1857,751,180.0
1858,759,175.0
1859,601,15.0
1860,370,30.0
1861,983,240.0
1862,464,80.0
1863,596,145.0
1864,685,130.0
1865,1443,500.0
1866,912,345.0
1867,948,140.0
1868,1026,285.0
1869,1223,295.0
1870,584,140.0
1871,689,180.0
1872,1468,500.0
1873,675,215.0
1874,739,140.0
1875,622,155.0
1876,497,65.0
1877,652,155.0
1878,1019,305.0
1879,652,105.0
1880,621,125.0
1881,653,105.0
1882,605,90.0
1883,1029,305.0
1884,832,380.0
1885,811,210.0
1886,790,140.0
1887,497,85.0
1888,1298,250.0
1889,534,45.0
1890,366,55.0
1891,377,30.0
1892,580,115.0
1893,398,50.0
1894,1139,400.0
1895,476,95.0
1896,655,160.0
1897,595,50.0
1898,625,115.0
1899,848,425.0
1900,1116,505.0
1901,692,165.0
1902,516,115.0
1903,439,110.0
1904,652,200.0
1905,1080,350.0
1906,776,230.0
1907,1017,610.0
1908,517,120.0
1909,638,145.0
1910,600,95.0
1911,666,105.0
1912,709,425.0
1913,1042,170.0
1914,1075,405.0
1915,1184,335.0
1916,941,255.0
1917,492,60.0
1918,773,215.0
1919,659,110.0
1920,828,275.0
1921,613,120.0
1922,1022,515.0
1923,817,285.0
1924,1023,515.0
1925,332,75.0
1926,642,155.0
1927,591,225.0
1928,903,185.0
1929,805,215.0
1930,600,140.0
1931,1018,190.0
1932,486,10.0
1933,517,110.0
1934,690,185.0
1935,583,125.0
1936,735,115.0
1937,667,150.0
1938,878,425.0
1939,650,115.0
1940,379,30.0
1941,1203,315.0
1942,1192,585.0
1943,1565,490.0
1944,826,210.0
1945,502,135.0
1946,627,135.0
1947,583,105.0
1948,373,105.0
1949,475,140.0
1950,1055,105.0
1951,981,210.0
1952,781,215.0
1953,365,75.0
1954,498,120.0
1955,1065,225.0
1956,1088,155.0
1957,1082,380.0
1958,634,80.0
1959,774,160.0
1960,919,185.0
1961,1120,230.0
1962,667,175.0
1963,571,55.0
1964,1055,250.0
1965,1519,420.0
1966,1490,670.0
1967,655,120.0
1968,454,55.0
1969,1055,325.0
1970,550,135.0
1971,651,85.0
1972,1024,295.0
1973,694,155.0
1974,953,220.0
1975,487,110.0
1976,403,90.0
1977,702,155.0
1978,605,115.0
1979,988,235.0
1980,1284,615.0
1981,628,130.0
1982,649,55.0
1983,1450,345.0
1984,907,340.0
1985,485,105.0
1986,348,105.0
1987,574,105.0
1988,538,105.0
1989,596,125.0
1990,530,130.0
1991,553,245.0
1992,676,135.0
1993,416,75.0
1994,321,80.0
1995,665,190.0
1996,777,170.0
1997,907,445.0
1998,639,180.0
1999,1047,280.0
2000,616,195.0
2001,338,110.0
2002,659,235.0
2003,1019,190.0
2004,522,125.0
2005,865,235.0
2006,1154,525.0
2007,464,135.0
2008,374,130.0
2009,655,105.0
2010,494,140.0
2011,566,45.0
2012,473,125.0
2013,839,215.0
2014,794,160.0
2015,427,105.0
2016,1054,320.0
2017,350,75.0
2018,392,70.0
2019,1072,570.0
2020,548,105.0
2021,472,75.0
2022,888,440.0
2023,768,230.0
2024,788,195.0
2025,361,75.0
2026,1190,510.0
2027,918,220.0
2028,483,100.0
2029,505,50.0
2030,868,490.0
2031,538,20.0
2032,787,230.0
2033,371,115.0
2034,350,75.0
2035,384,100.0
2036,1019,310.0
2037,1129,260.0
2038,841,185.0
2039,486,65.0
2040,1052,180.0
2041,387,70.0
2042,1080,195.0
2043,877,225.0
2044,713,110.0
2045,485,105.0
2046,971,365.0
2047,1018,185.0
2048,1129,235.0
2049,352,105.0
2050,462,120.0
2051,1291,450.0
2052,644,165.0
2053,862,220.0
2054,1013,475.0
2055,1057,280.0
2056,981,245.0
2057,1013,460.0
2058,786,180.0
2059,529,155.0
2060,1038,415.0
2061,996,305.0
2062,560,180.0
2063,1008,220.0
2064,557,55.0
2065,933,290.0
2066,546,175.0
2067,383,85.0
2068,894,365.0
2069,371,85.0
2070,670,125.0
2071,644,130.0
2072,617,120.0
2073,1051,220.0
2074,947,180.0
2075,578,105.0
2076,964,375.0
2077,344,90.0
2078,664,200.0
2079,634,135.0
2080,944,260.0
2081,314,50.0
2082,634,335.0
2083,415,55.0
2084,1335,805.0
2085,599,80.0
2086,1012,290.0
2087,651,200.0
2088,658,100.0
2089,369,25.0
2090,354,55.0
2091,565,135.0
2092,570,110.0
2093,469,50.0
2094,765,195.0
2095,1004,520.0
2096,807,180.0
2097,660,155.0
2098,596,110.0
2099,1025,440.0
2100,502,110.0
2101,632,105.0
2102,481,170.0
2103,871,280.0
2104,1335,315.0
2105,655,170.0
2106,929,160.0
2107,559,130.0
2108,1246,475.0
2109,776,265.0
2110,896,380.0
2111,1071,470.0
2112,711,150.0
2113,592,30.0
2114,782,185.0
2115,1135,280.0
2116,374,75.0
2117,879,250.0
2118,792,260.0
2119,457,120.0
2120,370,75.0
2121,353,105.0
2122,905,210.0
2123,865,425.0
2124,598,125.0
2125,337,35.0
2126,637,165.0
2127,1132,265.0
2128,948,425.0
